# Fourier-transform spectra: 
# sigma: Conductivity
# eps: Dielectric constant
# 1:Energy[eV] 2:Re(sigma_x)[1/fs*V*Angstrom] 3:Re(sigma_y)[1/fs*V*Angstrom] 4:Re(sigma_z)[1/fs*V*Angstrom] 5:Im(sigma_x)[1/fs*V*Angstrom] 6:Im(sigma_y)[1/fs*V*Angstrom] 7:Im(sigma_z)[1/fs*V*Angstrom] 8:Re(eps_x)[none] 9:Re(eps_y)[none] 10:Re(eps_z)[none] 11:Im(eps_x)[none] 12:Im(eps_y)[none] 13:Im(eps_z)[none]
     17.53000000  0.683269184603358E-008 -0.346757571247978E-008  0.104725730776025E-001 -0.219959194302350E-008 -0.245645836915867E-008  0.730092722115837E-001  0.100000002824142E+001  0.100000003153942E+001  0.626055483684261E-001  0.877275890056601E-007 -0.445215537017121E-007  0.134461440305841E+000
     17.54000000  0.680320799303486E-008 -0.340767473354255E-008  0.104234421223866E-001 -0.202711264259947E-008 -0.250818624631311E-008  0.729878418288669E-001  0.100000002601205E+001  0.100000003218522E+001  0.634149769308691E-001  0.872992344401747E-007 -0.437275173365211E-007  0.133754328611949E+000
     17.55000000  0.676730988946780E-008 -0.333989742914110E-008  0.103718006267271E-001 -0.186366189805257E-008 -0.255549157326788E-008  0.729666089957890E-001  0.100000002390101E+001  0.100000003277356E+001  0.642209495414302E-001  0.867891068213207E-007 -0.428333738936812E-007  0.133015825671498E+000
     17.56000000  0.672619051442199E-008 -0.326431340515852E-008  0.103175466486840E-001 -0.170908401369132E-008 -0.259721155937004E-008  0.729452132091895E-001  0.100000002190611E+001  0.100000003328964E+001  0.650280928369906E-001  0.862126368069702E-007 -0.418401865691490E-007  0.132244678478068E+000
     17.57000000  0.668095225478349E-008 -0.318114598915493E-008  0.102606278231856E-001 -0.156308368711155E-008 -0.263214984285130E-008  0.729232786214778E-001  0.100000002002335E+001  0.100000003371826E+001  0.658412194859865E-001  0.855840594249246E-007 -0.407509853374965E-007  0.131440271965393E+000
     17.58000000  0.663259115523891E-008 -0.309077970444328E-008  0.102010433266668E-001 -0.142524304416993E-008 -0.265909586119877E-008  0.729004208460456E-001  0.100000001824720E+001  0.100000003404406E+001  0.666652405304756E-001  0.849162158282712E-007 -0.395708570477524E-007  0.130602652345994E+000
     17.59000000  0.658198379176872E-008 -0.299376536302919E-008  0.101388449021563E-001 -0.129504042341086E-008 -0.267684540819727E-008  0.728762540000290E-001  0.100000001657081E+001  0.100000003425183E+001  0.675050749901864E-001  0.842203892960626E-007 -0.383070047438740E-007  0.129732538348069E+000
     17.60000000  0.652987696124180E-008 -0.289082260797235E-008  0.100741369168891E-001 -0.117187053615718E-008 -0.268422209063288E-008  0.728503978538649E-001  0.100000001498626E+001  0.100000003432670E+001  0.683655584090240E-001  0.835061778062965E-007 -0.369687741653700E-007  0.128831320041707E+000
     17.61000000  0.647688032849707E-008 -0.278283976950697E-008  0.100070754427608E-001 -0.105506560738659E-008 -0.268009937428793E-008  0.728224849538483E-001  0.100000001348486E+001  0.100000003425451E+001  0.692513520582336E-001  0.827814048428829E-007 -0.355676458246199E-007  0.127901045179984E+000
     17.62000000  0.642346211876368E-008 -0.267087093625807E-008  0.993786636856703E-002 -0.943917088285608E-009 -0.266342288933177E-008  0.727921675832129E-001  0.100000001205742E+001  0.100000003402205E+001  0.701668545114281E-001  0.820520694069033E-007 -0.341171915373430E-007  0.126944393218767E+000
     17.63000000  0.636994788833859E-008 -0.255613018270599E-008  0.986676257160539E-002 -0.837697524261833E-009 -0.263323264997949E-008  0.727591244291687E-001  0.100000001069452E+001  0.100000003361733E+001  0.711161172744694E-001  0.813223354967583E-007 -0.326329947960726E-007  0.125964637416246E+000
     17.64000000  0.631652235103440E-008 -0.243998293619798E-008  0.979406019451340E-002 -0.735682162333118E-009 -0.258868483276209E-008  0.727230668278599E-001  0.100000000938681E+001  0.100000003302987E+001  0.721027660877741E-001  0.805945606136651E-007 -0.311325349170202E-007  0.124965595644782E+000
     17.65000000  0.626323418298746E-008 -0.232393451074816E-008  0.972009409077961E-002 -0.637169889219392E-009 -0.252907275229792E-008  0.726837444662757E-001  0.100000000812525E+001  0.100000003225098E+001  0.731299294211337E-001  0.798693621505850E-007 -0.296350354513894E-007  0.123951570768816E+000
     17.66000000  0.621000367491227E-008 -0.220961588000254E-008  0.964523251887170E-002 -0.541503106028594E-009 -0.245384667338017E-008  0.726409504296374E-001  0.100000000690139E+001  0.100000003127397E+001  0.742001755533007E-001  0.791457198459433E-007 -0.281612779252178E-007  0.122927281649054E+000
     17.67000000  0.615663304973745E-008 -0.209876680741983E-008  0.956987118000555E-002 -0.448086166926334E-009 -0.236263210373543E-008  0.725945254945642E-001  0.100000000570757E+001  0.100000003009441E+001  0.753154594722403E-001  0.784211118401865E-007 -0.267333825487878E-007  0.121897786020461E+000
     17.68000000  0.610281921564930E-008 -0.199321649723570E-008  0.949442670793595E-002 -0.356402037257277E-009 -0.225524622312478E-008  0.725443615821521E-001  0.100000000453716E+001  0.100000002871032E+001  0.764770806502741E-001  0.776916812744641E-007 -0.253745581086764E-007  0.120868396655961E+000
     17.69000000  0.604816868075271E-008 -0.189486197439760E-008  0.941932973049027E-002 -0.266026860782518E-009 -0.213171212161632E-008  0.724904043007398E-001  0.100000000338473E+001  0.100000002712233E+001  0.776856525445907E-001  0.769524298270710E-007 -0.241088238132058E-007  0.119844592365666E+000
     17.70000000  0.599221431660640E-008 -0.180564444462799E-008  0.934501763164526E-002 -0.176642165437361E-009 -0.199227054283992E-008  0.724326545253015E-001  0.100000000224619E+001  0.100000002533386E+001  0.789410844514671E-001  0.761974341042543E-007 -0.229607063959577E-007  0.118831925489883E+000
     17.71000000  0.593443362451770E-008 -0.172752392631464E-008  0.927192714955082E-002 -0.880444816266791E-010 -0.183738885670571E-008  0.723711689787409E-001  0.100000000111895E+001  0.100000002335118E+001  0.802425761067042E-001  0.754200803963179E-007 -0.219549162823103E-007  0.117835927620601E+000
     17.72000000  0.587426813128849E-008 -0.166245248327773E-008  0.920048694989462E-002 -0.152195792531733E-012 -0.166776702020871E-008  0.723060597995486E-001  0.100000000000193E+001  0.100000002118351E+001  0.815886251792582E-001  0.746133129848131E-007 -0.211160070812043E-007  0.116862015328980E+000
     17.73000000  0.581114352061050E-008 -0.161234642086246E-008  0.913111031524632E-002  0.869904860238832E-010 -0.148434032420549E-008  0.722374930999029E-001  0.999999998895694E+000  0.100000001884304E+001  0.829770475554001E-001  0.737698909481773E-007 -0.204680230691002E-007  0.115915397684195E+000
     17.74000000  0.574449009290448E-008 -0.157905783653938E-008  0.906418808949317E-002  0.173212535558004E-009 -0.128827876799862E-008  0.721656865379945E-001  0.999999997802383E+000  0.100000001634491E+001  0.844050100612044E-001  0.728826482659075E-007 -0.200341396765880E-007  0.115000987321494E+000
     17.75000000  0.567376314036261E-008 -0.156434593958121E-008  0.900008201216375E-002  0.258218075815072E-009 -0.108098295164587E-008  0.720909059477034E-001  0.999999996725729E+000  0.100000001370714E+001  0.858690750274331E-001  0.719447519682634E-007 -0.198363022620887E-007  0.114123316754772E+000
     17.76000000  0.559846282543559E-008 -0.156984857182033E-008  0.893911857042058E-002  0.341591289691002E-009 -0.864076427478754E-009  0.720134610873822E-001  0.999999995670975E+000  0.100000001095054E+001  0.873652558675352E-001  0.709499531209417E-007 -0.198948686542299E-007  0.113286461532328E+000
     17.77000000  0.551815316001782E-008 -0.159705437243928E-008  0.888158348687093E-002  0.422804167150738E-009 -0.639394506624341E-009  0.719337005870150E-001  0.999999994644770E+000  0.100000000809856E+001  0.888890826213388E-001  0.698928255717648E-007 -0.202282610584811E-007  0.112493971705369E+000
     17.78000000  0.543247969901529E-008 -0.164727603377184E-008  0.882771694930978E-002  0.501226940405827E-009 -0.408969572548998E-009  0.718520061890417E-001  0.999999993655039E+000  0.100000000517709E+001  0.904356762189604E-001  0.687689876172540E-007 -0.208526329494041E-007  0.111748812919770E+000
     17.79000000  0.534118558557104E-008 -0.172162509186083E-008  0.877770967426318E-002  0.576141005121583E-009 -0.175013010888297E-009  0.717687863923614E-001  0.999999992710813E+000  0.100000000221422E+001  0.919998300450626E-001  0.675753020671887E-007 -0.217815565037157E-007  0.111053318255558E+000
     17.80000000  0.524412561559822E-008 -0.182098868481949E-008  0.873169988003989E-002  0.646754077802218E-009  0.601060778640435E-010  0.716844696211086E-001  0.999999991822031E+000  0.999999999239981E+000  0.935760972372531E-001  0.663100505896596E-007 -0.230257359691037E-007  0.110409151729124E+000
     17.81000000  0.514127802591462E-008 -0.194600869379204E-008  0.868977122722308E-002  0.712217296037356E-009  0.293885159858713E-009  0.715994970495041E-001  0.999999990999329E+000  0.999999996286016E+000  0.951588820367494E-001  0.649730787007071E-007 -0.245927521088528E-007  0.109817284144454E+000
     17.82000000  0.503275375256491E-008 -0.209706365555569E-008  0.865195176551015E-002  0.771643930075260E-009  0.523715266210051E-009  0.715143152211916E-001  0.999999990253795E+000  0.999999993385244E+000  0.967425334272066E-001  0.635659083131294E-007 -0.264868425139840E-007  0.109277981736291E+000
     17.83000000  0.491880295311449E-008 -0.227425380274893E-008  0.861821390590464E-002  0.824129341947493E-009  0.746910379307045E-009  0.714293686057992E-001  0.999999989596719E+000  0.999999990571482E+000  0.983214392508699E-001  0.620918153686824E-007 -0.287087221358191E-007  0.108790807794895E+000
     17.84000000  0.479981863797376E-008 -0.247738954768233E-008  0.858847541689571E-002  0.868771802743298E-009  0.960738830825331E-009  0.713450922369371E-001  0.999999989039329E+000  0.999999987879047E+000  0.998901189807715E-001  0.605558707358945E-007 -0.312554478673466E-007  0.108354637204271E+000
     17.85000000  0.467633731024390E-008 -0.270598367917358E-008  0.856260142282948E-002  0.904693760138233E-009  0.116245629263709E-008  0.712619045743864E-001  0.999999988592522E+000  0.999999985342338E+000  0.101443313354211E+000  0.589649432502137E-007 -0.341203303980979E-007  0.107967683568362E+000
     17.86000000  0.454903657018269E-008 -0.295924748946579E-008  0.854040736262698E-002  0.931063137311490E-009  0.134933990517125E-008  0.711802007288635E-001  0.999999988266598E+000  0.999999982995409E+000  0.102976069135892E+000  0.573276644916117E-007 -0.372928958926628E-007  0.107627538348567E+000
     17.87000000  0.441872969813506E-008 -0.323609099079078E-008  0.852166284771600E-002  0.947114241201128E-009  0.151872305783304E-008  0.711003461805505E-001  0.999999988070999E+000  0.999999980871527E+000  0.104483817377406E+000  0.556543556239033E-007 -0.407588993073717E-007  0.107331221195530E+000
     17.88000000  0.428635728759566E-008 -0.353512731940311E-008  0.850609633997142E-002  0.952167862757848E-009  0.166803031358803E-008  0.710226711126700E-001  0.999999988014055E+000  0.999999979002736E+000  0.105962443671915E+000  0.539569173464594E-007 -0.445003903744194E-007  0.107075240434356E+000
     17.89000000  0.415297605688717E-008 -0.385468135992096E-008  0.849340055392768E-002  0.945650164438962E-009  0.179481195536725E-008  0.709474654689741E-001  0.999999988102754E+000  0.999999977419431E+000  0.107408349065594E+000  0.522486847191045E-007 -0.484958324604641E-007  0.106855662459046E+000
     17.90000000  0.401974502268305E-008 -0.419280255564266E-008  0.848323847293771E-002  0.927109970454058E-009  0.189677762604599E-008  0.708749748293220E-001  0.999999988342525E+000  0.999999976149930E+000  0.108818500478299E+000  0.505442493014829E-007 -0.527202736612498E-007  0.106668188614087E+000
     17.91000000  0.388790927023076E-008 -0.454728180231822E-008  0.847524985658224E-002  0.896234102912613E-009  0.197182853672476E-008  0.708053971808881E-001  0.999999988737050E+000  0.999999975220084E+000  0.110190469699925E+000  0.488592516860725E-007 -0.571455686397169E-007  0.106508237992016E+000
     17.92000000  0.375878160265226E-008 -0.491567225484829E-008  0.846905810677402E-002  0.852860441560143E-009  0.201808773007521E-008  0.707388806442278E-001  0.999999989288107E+000  0.999999974652898E+000  0.111522460263242E+000  0.472101480871365E-007 -0.617406488675649E-007  0.106371034458943E+000
     17.93000000  0.363372239418336E-008 -0.529531380979635E-008  0.846427735285265E-002  0.796988425628118E-009  0.203392790661688E-008  0.706755221939056E-001  0.999999989995440E+000  0.999999974468194E+000  0.112813321742094E+000  0.456139551648745E-007 -0.664718381048134E-007  0.106251696137853E+000
     17.94000000  0.351411800882654E-008 -0.568336096268009E-008  0.846051961170206E-002  0.728786762732556E-009  0.201799635179691E-008  0.706153673929773E-001  0.999999990856672E+000  0.999999974682302E+000  0.114062551282022E+000  0.440879777047411E-007 -0.713032091640848E-007  0.106145325533846E+000
     17.95000000  0.340135817589675E-008 -0.607681367897573E-008  0.845740187763085E-002  0.648598160901331E-009  0.196923654031323E-008  0.705584111397917E-001  0.999999991867248E+000  0.999999975307804E+000  0.115270282432313E+000  0.426495241275434E-007 -0.761969772712137E-007  0.106047098477434E+000
     17.96000000  0.329681273672258E-008 -0.647255086281560E-008  0.845455299848620E-002  0.556940954751333E-009  0.188690604074289E-008  0.705045994047567E-001  0.999999993020423E+000  0.999999976353318E+000  0.116437261609145E+000  0.413156150692762E-007 -0.811139246659928E-007  0.105952350091774E+000
     17.97000000  0.320180819184004E-008 -0.686736595858890E-008  0.845162019919075E-002  0.454507554554102E-009  0.177059039752105E-008  0.704538319143230E-001  0.999999994307287E+000  0.999999977823332E+000  0.117564812773413E+000  0.401026904351471E-007 -0.860138504998606E-007  0.105856656056840E+000
     17.98000000  0.311760448504792E-008 -0.725800417909326E-008  0.844827512150571E-002  0.342159706344160E-009  0.162021272783089E-008  0.704059657199511E-001  0.999999995716829E+000  0.999999979718100E+000  0.118654791148144E+000  0.390263203962193E-007 -0.908560395935017E-007  0.105755907546503E+000
     17.99000000  0.304537245949600E-008 -0.764120082043091E-008  0.844421925919451E-002  0.220920611209983E-009  0.143603883701691E-008  0.703608195715889E-001  0.999999997236043E+000  0.999999982033590E+000  0.119709527024987E+000  0.381009257577963E-007 -0.955997432274123E-007  0.105646378351491E+000
     18.00000000  0.298617241151351E-008 -0.801372009926653E-008  0.843918868065491E-002  0.919640113235334E-010  0.121867772661376E-008  0.703181789986590E-001  0.999999998850069E+000  0.999999984761485E+000  0.120731760911214E+000  0.373395129862090E-007 -0.100204664861513E-006  0.105524782869007E+000
     18.01000000  0.294093415029949E-008 -0.837239393296274E-008  0.843295794626278E-002 -0.433995920354167E-010  0.969077442762852E-009  0.702778019870381E-001  0.100000000054237E+001  0.999999987889250E+000  0.121724571444536E+000  0.367534289374058E-007 -0.104631443522725E-006  0.105388323835316E+000
     18.02000000  0.291043894616682E-008 -0.871416007792957E-008  0.842534314478913E-002 -0.183739368335944E-009  0.688516288361568E-009  0.702394251283399E-001  0.100000000229495E+001  0.999999991400252E+000  0.122691297648753E+000  0.363521399907348E-007 -0.108842127566970E-006  0.105234728896387E+000
     18.03000000  0.289530371721064E-008 -0.903609904650571E-008  0.841620399196711E-002 -0.327522964443619E-009  0.378589498383639E-009  0.702027701082479E-001  0.100000000408858E+001  0.999999995273941E+000  0.123635457215649E+000  0.361430398607168E-007 -0.112800631616597E-006  0.105062275349353E+000
     18.04000000  0.289596776465068E-008 -0.933546923789029E-008  0.840544495419995E-002 -0.473137370913162E-009  0.411915530151805E-010  0.701675503938896E-001  0.100000000590306E+001  0.999999999486077E+000  0.124560662575343E+000  0.361312898463352E-007 -0.116473169695812E-006  0.104869802638928E+000
     18.05000000  0.291268232140808E-008 -0.960973974391955E-008  0.839301538108946E-002 -0.618911490542989E-009 -0.321505623836566E-009  0.701334779764535E-001  0.100000000771752E+001  0.100000000400901E+001  0.125470536556793E+000  0.363196946909823E-007 -0.119828657932812E-006  0.104656712452775E+000
     18.06000000  0.294550312757344E-008 -0.985662032548470E-008  0.837890865149428E-002 -0.763140018195227E-009 -0.707078263877106E-009  0.701002700244888E-001  0.100000000951071E+001  0.100000000881203E+001  0.126368629441617E+000  0.367086165777541E-007 -0.122839080662865E-006  0.104422956522582E+000
     18.07000000  0.299428619127245E-008 -0.100740880995794E-007  0.836316035874417E-002 -0.904108214581785E-009 -0.111287977061453E-008  0.700676553056627E-001  0.100000001126130E+001  0.100000001386170E+001  0.127258339177353E+000  0.372959290866729E-007 -0.125479814344381E-006  0.104169012497649E+000
     18.08000000  0.305868683508683E-008 -0.102604105296106E-007  0.834584558099854E-002 -0.104011713825099E-008 -0.153607271348699E-008  0.700353802400570E-001  0.100000001294822E+001  0.100000001912228E+001  0.128142836442390E+000  0.380770122059615E-007 -0.127729904380050E-006  0.103895848509686E+000
     18.09000000  0.313816206776871E-008 -0.104141643718045E-007  0.832707530210853E-002 -0.116950888977935E-008 -0.197366331050871E-008  0.700032144563432E-001  0.100000001455095E+001  0.100000002455618E+001  0.129024996144607E+000  0.390447887329270E-007 -0.129572290705877E-006  0.103604877285759E+000
     18.10000000  0.323197625966288E-008 -0.105342502972213E-007  0.830699206630663E-002 -0.129069142039226E-008 -0.242253786795129E-008  0.699709557331354E-001  0.100000001604982E+001  0.100000003012439E+001  0.129907336792415E+000  0.401898016359673E-007 -0.130993978858345E-006  0.103297900885956E+000
     18.11000000  0.333921003921706E-008 -0.106199029808494E-007  0.828576496622285E-002 -0.140216246397141E-008 -0.287950061281547E-008  0.699384342212866E-001  0.100000001742634E+001  0.100000003578698E+001  0.130791969003255E+000  0.415003311925594E-007 -0.131986154138850E-006  0.102977047338591E+000
     18.12000000  0.345877226840935E-008 -0.106706965251644E-007  0.826358407776299E-002 -0.150253216653443E-008 -0.334131233106506E-008  0.699055158585755E-001  0.100000001866345E+001  0.100000004150354E+001  0.131680554214171E+000  0.429625499836174E-007 -0.132544237447937E-006  0.102644700614530E+000
     18.13000000  0.358941489801773E-008 -0.106865451639844E-007  0.824065446698759E-002 -0.159054401051824E-008 -0.380472921229080E-008  0.698721049057772E-001  0.100000001974577E+001  0.100000004723373E+001  0.132574274436594E+000  0.445607131266442E-007 -0.132667882342110E-006  0.102303425519860E+000
     18.14000000  0.372975045052000E-008 -0.106676992719676E-007  0.821718990304111E-002 -0.166509366211077E-008 -0.426654129992314E-008  0.698381455521618E-001  0.100000002065987E+001  0.100000005293769E+001  0.133473813657363E+000  0.462773804823457E-007 -0.132360913854507E-006  0.101955889189773E+000
     18.15000000  0.387827183008508E-008 -0.106147367841611E-007  0.819340641722390E-002 -0.172524540785535E-008 -0.472360995540226E-008  0.698036225586099E-001  0.100000002139442E+001  0.100000005857653E+001  0.134379351235545E+000  0.480936669844662E-007 -0.131631210598771E-006  0.101604780934015E+000
     18.16000000  0.403337411654761E-008 -0.105285502071087E-007  0.816951585133132E-002 -0.177024589105542E-008 -0.517290376469380E-008  0.697685609273133E-001  0.100000002194037E+001  0.100000006411281E+001  0.135290567385553E+000  0.499895167319741E-007 -0.130490532624381E-006  0.101252732214144E+000
     18.17000000  0.419337796428373E-008 -0.104103294766926E-007  0.814571953835689E-002 -0.179953490825262E-008 -0.561153234585331E-008  0.697330246080458E-001  0.100000002229111E+001  0.100000006951089E+001  0.136206660576294E+000  0.519439960563032E-007 -0.128954298393301E-006  0.100902238524649E+000
     18.18000000  0.435655419822313E-008 -0.102615409866838E-007  0.812220225555835E-002 -0.181275308025864E-008 -0.603677755642758E-008  0.696971142717491E-001  0.100000002244249E+001  0.100000007473733E+001  0.137126376419865E+000  0.539356004423238E-007 -0.127041315084761E-006  0.100555584903824E+000
     18.19000000  0.452114917839805E-008 -0.100839031745915E-007  0.809912658380139E-002 -0.180974626980909E-008 -0.644612164856514E-008  0.696609642022450E-001  0.100000002239295E+001  0.100000007976127E+001  0.138048047376828E+000  0.559425699464444E-007 -0.124773467191285E-006  0.100214776717444E+000
     18.20000000  0.468541049183100E-008 -0.987935910662236E-008  0.807662779814840E-002 -0.179056667772912E-008 -0.683727197684664E-008  0.696247383758580E-001  0.100000002214346E+001  0.100000008455470E+001  0.138969642373499E+000  0.579432076229829E-007 -0.122175369030115E-006  0.998814772403825E-001
     18.21000000  0.484761252642772E-008 -0.965004655032476E-008  0.805480940305134E-002 -0.175547061036833E-008 -0.720818192792045E-008  0.695886258161495E-001  0.100000002169751E+001  0.100000008909269E+001  0.139888825215317E+000  0.599161954429495E-007 -0.119273987347520E-006  0.995569534111622E-001
     18.22000000  0.500608148591425E-008 -0.939826606091087E-008  0.803373941149205E-002 -0.170491297176125E-008 -0.755706781078049E-008  0.695528353265221E-001  0.100000002106105E+001  0.100000009335363E+001  0.140803020493128E+000  0.618409022676125E-007 -0.116098240628551E-006  0.992420309552382E-001
     18.23000000  0.515921941761479E-008 -0.912644763461231E-008  0.801344745129384E-002 -0.163953859329723E-008 -0.788242152057869E-008  0.695175897167535E-001  0.100000002024236E+001  0.100000009731936E+001  0.141709485520685E+000  0.636976786205967E-007 -0.112678582033637E-006  0.989370598685529E-001
     18.24000000  0.530552684570834E-008 -0.883711649924486E-008  0.799392276395725E-002 -0.156017057047020E-008 -0.818301886575747E-008  0.694831196503412E-001  0.100000001925190E+001  0.100000010097526E+001  0.142605386714568E+000  0.654681332824878E-007 -0.109046573060586E-006  0.986418910280331E-001
     18.25000000  0.544362363106344E-008 -0.853285861813797E-008  0.797511314213355E-002 -0.146779582939966E-008 -0.845792352650229E-008  0.694496572476030E-001  0.100000001810210E+001  0.100000010431029E+001  0.143487878735200E+000  0.671353871047401E-007 -0.105234455073228E-006  0.983558644550598E-001
     18.26000000  0.557226771421013E-008 -0.821628647867555E-008  0.795692483167048E-002 -0.136354819424994E-008 -0.870648669049452E-008  0.694174295846671E-001  0.100000001680722E+001  0.100000010731698E+001  0.144354184651112E+000  0.686842998969345E-007 -0.101274725746100E-006  0.980778095069127E-001
     18.27000000  0.569037143970279E-008 -0.789000572105204E-008  0.793922340346112E-002 -0.124868926947485E-008 -0.892834248816414E-008  0.693866522306559E-001  0.100000001538304E+001  0.100000010999136E+001  0.145201675369407E+000  0.701016667732342E-007 -0.971997272510192E-007  0.978060570149287E-001
     18.28000000  0.579701520716680E-008 -0.755658313685735E-008  0.792183557956603E-002 -0.112458748718936E-008 -0.912339942258975E-008  0.693575229644986E-001  0.100000001384661E+001  0.100000011233285E+001  0.146027946593818E+000  0.713763809388790E-007 -0.930412526615130E-007  0.975384631324119E-001
     18.29000000  0.589145824571264E-008 -0.721851653136015E-008  0.790455197768961E-002 -0.992695699234855E-009 -0.929182805744736E-008  0.693302158089442E-001  0.100000001221599E+001  0.100000011434409E+001  0.146830891626873E+000  0.724995605431782E-007 -0.888301765828731E-007  0.972724444054658E-001
     18.30000000  0.597314636306276E-008 -0.687820689865475E-008  0.788713071851654E-002 -0.854527715157161E-009 -0.943404528865021E-008  0.693048755125317E-001  0.100000001050997E+001  0.100000011603076E+001  0.147608768423880E+000  0.734646379081202E-007 -0.845961154395199E-007  0.970050233412875E-001
     18.31000000  0.604171657753053E-008 -0.653793330615505E-008  0.786930182207246E-002 -0.711634201000488E-009 -0.955069558034227E-008  0.692816126007365E-001  0.100000000874772E+001  0.100000011740131E+001  0.148360259430606E+000  0.742674101472518E-007 -0.803671221800442E-007  0.967328835261666E-001
     18.32000000  0.609699859874474E-008 -0.619983082538776E-008  0.785077230254015E-002 -0.565578359360319E-009 -0.964262959268619E-008  0.692604991053898E-001  0.100000000694854E+001  0.100000011846670E+001  0.149084522891923E+000  0.749060509033271E-007 -0.761694194081206E-007  0.964524331440022E-001
     18.33000000  0.613901318054499E-008 -0.586587178094187E-008  0.783123185620541E-002 -0.417911808532210E-009 -0.971088066654941E-008  0.692415650670956E-001  0.100000000513155E+001  0.100000011924013E+001  0.149781234500828E+000  0.753810836408501E-007 -0.720271741306846E-007  0.961598755699535E-001
     18.34000000  0.616796742561855E-008 -0.553785052014644E-008  0.781035902471787E-002 -0.270151068009729E-009 -0.975663965808395E-008  0.692247958890159E-001  0.100000000331538E+001  0.100000011973668E+001  0.150450618462967E+000  0.756953176167653E-007 -0.679623164505631E-007  0.958512855663630E-001
     18.35000000  0.618424717508987E-008 -0.521737183404029E-008  0.778782770589668E-002 -0.123755039361052E-009 -0.978122863385887E-008  0.692101306024535E-001  0.100000000151793E+001  0.100000011997303E+001  0.151093467275768E+000  0.758537483055850E-007 -0.639944036373658E-007  0.955226894923977E-001
     18.36000000  0.618840666635541E-008 -0.490584308696988E-008  0.776331387708148E-002  0.198961538468192E-010 -0.978607394440568E-008  0.691974610854983E-001  0.999999999756094E+000  0.100000011996708E+001  0.151711149759399E+000  0.758634246614584E-007 -0.601405301065101E-007  0.951701478571513E-001
     18.37000000  0.618115568801901E-008 -0.460447003923030E-008  0.773650239167235E-002  0.159520635267694E-009 -0.977267919076126E-008  0.691866322560414E-001  0.999999998045508E+000  0.100000011973766E+001  0.152305607123253E+000  0.757332861475476E-007 -0.564152829404942E-007  0.947898384998430E-001
     18.38000000  0.616334450098092E-008 -0.431425627604420E-008  0.770709370808786E-002  0.293952259909638E-009 -0.974259858505162E-008  0.691774432401349E-001  0.999999996400372E+000  0.100000011930416E+001  0.152879337101552E+000  0.754739729425749E-007 -0.528307417172075E-007  0.943781386709010E-001
     18.39000000  0.613594682884249E-008 -0.403600608831313E-008  0.767481041191667E-002  0.422155861364450E-009 -0.969741118277953E-008  0.691696494964136E-001  0.999999994833251E+000  0.100000011868624E+001  0.153435366439525E+000  0.750976131370295E-007 -0.493965205849107E-007  0.939317043141476E-001
     18.40000000  0.610004124824025E-008 -0.377033058733257E-008  0.763940339648991E-002  0.543240056584705E-009 -0.963869643188603E-008  0.691629658575142E-001  0.999999993354920E+000  0.100000011790352E+001  0.153977212252291E+000  0.746175910507393E-007 -0.461198497588577E-007  0.934475449121523E-001
     18.41000000  0.605679133009979E-008 -0.351765677829663E-008  0.760065757434667E-002  0.656467451739743E-009 -0.956801144267768E-008  0.691570704305802E-001  0.999999991974249E+000  0.100000011697530E+001  0.154508833006789E+000  0.740483010346839E-007 -0.430056929254839E-007  0.929230923525145E-001
     18.42000000  0.600742489584012E-008 -0.327823926703983E-008  0.755839700193452E-002  0.761262143490545E-009 -0.948687033433764E-008  0.691516092813708E-001  0.999999990698117E+000  0.100000011592033E+001  0.155034570088504E+000  0.734048912603114E-007 -0.400568964397664E-007  0.923562624001274E-001
     18.43000000  0.595321275819219E-008 -0.305217423202901E-008  0.751248931214416E-002  0.857214461453731E-009 -0.939672595910927E-008  0.691462018106024E-001  0.999999989531356E+000  0.100000011475655E+001  0.155559081104599E+000  0.727030020488675E-007 -0.372743657009986E-007  0.917455075163097E-001
     18.44000000  0.589544731458277E-008 -0.283941525989211E-008  0.746284936365824E-002  0.944082948591230E-009 -0.929895424562227E-008  0.691404467172446E-001  0.999999988476736E+000  0.100000011350094E+001  0.156087266239829E+000  0.719585032525934E-007 -0.346572637005866E-007  0.910898599466868E-001
     18.45000000  0.583542135223462E-008 -0.263979061832705E-008  0.740944203226479E-002  0.102179362570269E-008 -0.919484133957559E-008  0.691339284318406E-001  0.999999987534977E+000  0.100000011216933E+001  0.156624189118049E+000  0.711872350727299E-007 -0.322032264589897E-007  0.903889642016364E-001
     18.46000000  0.577440740863386E-008 -0.245302152543803E-008  0.735228408690304E-002  0.109043663311842E-008 -0.908557365451865E-008  0.691262238937820E-001  0.999999986704796E+000  0.100000011077632E+001  0.157174993727263E+000  0.704047564912765E-007 -0.299085899114249E-007  0.896430982717168E-001
     18.47000000  0.571363800935431E-008 -0.227874096954031E-008  0.729144511188134E-002  0.115026038617695E-008 -0.897223087923038E-008  0.691169095399539E-001  0.999999985982985E+000  0.100000010933515E+001  0.157744819038792E+000  0.696261052113986E-007 -0.277686227645121E-007  0.888531831508801E-001
     18.48000000  0.565428707807360E-008 -0.211651263819999E-008  0.722704745603763E-002  0.120166342030879E-008 -0.885578192263062E-008  0.691055683684647E-001  0.999999985364514E+000  0.100000010785772E+001  0.158338712989171E+000  0.688655726537924E-007 -0.257777599273028E-007  0.880207804775502E-001
