# Fourier-transform spectra: 
# sigma: Conductivity
# eps: Dielectric constant
# 1:Energy[eV] 2:Re(sigma_x)[1/fs*V*Angstrom] 3:Re(sigma_y)[1/fs*V*Angstrom] 4:Re(sigma_z)[1/fs*V*Angstrom] 5:Im(sigma_x)[1/fs*V*Angstrom] 6:Im(sigma_y)[1/fs*V*Angstrom] 7:Im(sigma_z)[1/fs*V*Angstrom] 8:Re(eps_x)[none] 9:Re(eps_y)[none] 10:Re(eps_z)[none] 11:Im(eps_x)[none] 12:Im(eps_y)[none] 13:Im(eps_z)[none]
      1.77000000  0.101754214147844E-008  0.545675522407782E-008 -0.162022409496030E-002  0.190197182026301E-008 -0.231181531978173E-009 -0.104137152340531E+000  0.999999758143877E+000  0.100000002939721E+001  0.142421562114056E+002  0.129391400535747E-006  0.693884972467394E-006 -0.206028877117634E+000
      1.78000000  0.101418921028254E-008  0.546609955247503E-008 -0.161704816322189E-002  0.186866821634383E-008 -0.228572683352930E-009 -0.105039580200631E+000  0.999999763713738E+000  0.100000002890218E+001  0.142818707780437E+002  0.128240516667430E-006  0.691168298437847E-006 -0.204469826562169E+000
      1.79000000  0.101311243108725E-008  0.547602078090721E-008 -0.161342291099921E-002  0.183426371101800E-008 -0.226745513714679E-009 -0.105948836604422E+000  0.999999769359793E+000  0.100000002851097E+001  0.143220002271727E+002  0.127388695049933E-006  0.688554517683145E-006 -0.202871698035805E+000
      1.80000000  0.101444978086532E-008  0.548661333056464E-008 -0.160940801920927E-002  0.179887625767836E-008 -0.225677411740675E-009 -0.106864952322734E+000  0.999999775066024E+000  0.100000002821902E+001  0.143625414917115E+002  0.126848204143976E-006  0.686053721871641E-006 -0.201242605422488E+000
      1.81000000  0.101833509587782E-008  0.549797163513490E-008 -0.160508390811821E-002  0.176264044724303E-008 -0.225335619618854E-009 -0.107787970077063E+000  0.999999780814696E+000  0.100000002802061E+001  0.144034930584317E+002  0.126630526384319E-006  0.683675781205444E-006 -0.199593062243232E+000
      1.82000000  0.102489598367092E-008  0.551018909332413E-008 -0.160055034722753E-002  0.172570778712936E-008 -0.225677051384951E-009 -0.108717948817311E+000  0.999999786586373E+000  0.100000002790887E+001  0.144448554542859E+002  0.126746121556146E-006  0.681430220965775E-006 -0.197935743820388E+000
      1.83000000  0.103425163506984E-008  0.552335698729558E-008 -0.159592425459806E-002  0.168824672121835E-008 -0.226648207600009E-009 -0.109654967789474E+000  0.999999792359962E+000  0.100000002787581E+001  0.144866316909564E+002  0.127204185630113E-006  0.679326097914156E-006 -0.196285157547547E+000
      1.84000000  0.104651056655987E-008  0.553756337357959E-008 -0.159133671749056E-002  0.165044237262316E-008 -0.228185191058661E-009 -0.110599130240813E+000  0.999999798112785E+000  0.100000002791232E+001  0.145288276505624E+002  0.128012408946200E-006  0.677371877356591E-006 -0.194657228660530E+000
      1.85000000  0.106176832630508E-008  0.555289195352064E-008 -0.158692929435080E-002  0.161249599424766E-008 -0.230213828256245E-009 -0.111550566614430E+000  0.999999803820695E+000  0.100000002800825E+001  0.145714523967404E+002  0.129176737816337E-006  0.675575311705314E-006 -0.193068812009859E+000
      1.86000000  0.108010519966842E-008  0.556942093097363E-008 -0.158284968577825E-002  0.157462411573448E-008 -0.232649901350891E-009 -0.112509437094800E+000  0.999999809458215E+000  0.100000002815245E+001  0.146145183971470E+002  0.130701143756940E-006  0.673943321414949E-006 -0.191537143224604E+000
      1.87000000  0.110158395239161E-008  0.558722186575344E-008 -0.157924688826910E-002  0.153705737945849E-008 -0.235399495295197E-009 -0.113475933380349E+000  0.999999814998713E+000  0.100000002833285E+001  0.146580416457922E+002  0.132587404658497E-006  0.672481879227764E-006 -0.190079245232297E+000
      1.88000000  0.112624765149104E-008  0.560635853227129E-008 -0.157626596831469E-002  0.150003906270748E-008 -0.238359464642771E-009 -0.114450279578673E+000  0.999999820414613E+000  0.100000002853651E+001  0.147020416764294E+002  0.134834902243320E-006  0.671195898734189E-006 -0.188711308268484E+000
      1.89000000  0.115411760534612E-008  0.562688579385055E-008 -0.157404261497812E-002  0.146382328808068E-008 -0.241418024213888E-009 -0.115432732143895E+000  0.999999825677629E+000  0.100000002874976E+001  0.147465414614505E+002  0.137440440147457E-006  0.670089128338319E-006 -0.187448063188125E+000
      1.90000000  0.118519146531612E-008  0.564884850438120E-008 -0.157269764553945E-002  0.142867292938477E-008 -0.244455467291920E-009 -0.116423578803531E+000  0.999999830759036E+000  0.100000002895826E+001  0.147915671942727E+002  0.140398086882122E-006  0.669164051810418E-006 -0.186302169007658E+000
      1.91000000  0.121944153144277E-008  0.567228045021619E-008 -0.157233165043980E-002  0.139485722585735E-008 -0.247345014278035E-009 -0.117423136453374E+000  0.999999835629959E+000  0.100000002914715E+001  0.148371479569511E+002  0.143699047777732E-006  0.668421796705527E-006 -0.185283636101576E+000
      1.92000000  0.125681330430207E-008  0.569720334649316E-008 -0.157301996995916E-002  0.136264912332322E-008 -0.249953793721642E-009 -0.118431748032496E+000  0.999999840261689E+000  0.100000002930116E+001  0.148833152786216E+002  0.147331569784854E-006  0.667862052024090E-006 -0.184399306312009E+000
      1.93000000  0.129722432379698E-008  0.572362590333626E-008 -0.157480819529897E-002  0.133232236679750E-008 -0.252143956339290E-009 -0.119449778425510E+000  0.999999844626022E+000  0.100000002940475E+001  0.149301025942318E+002  0.151280882697441E-006  0.667482996581677E-006 -0.183652410376232E+000
      1.94000000  0.134056333357925E-008  0.575154297859376E-008 -0.157770838071433E-002  0.130414837498453E-008 -0.253773921014867E-009 -0.120477609474864E+000  0.999999848695603E+000  0.100000002944229E+001  0.149775446167590E+002  0.155529179972686E-006  0.667281239633776E-006 -0.183042221536360E+000
      1.95000000  0.138668980681642E-008  0.578093483483933E-008 -0.158169614085348E-002  0.127839293296188E-008 -0.254699749828856E-009 -0.121515634220767E+000  0.999999852444288E+000  0.100000002939816E+001  0.150256766395967E+002  0.160055641848496E-006  0.667251775361922E-006 -0.182563821980345E+000
      1.96000000  0.143543386516041E-008  0.581176651923571E-008 -0.158670878858415E-002  0.125531274495383E-008 -0.254776646894667E-009 -0.122564250519539E+000  0.999999855847512E+000  0.100000002925700E+001  0.150745337889179E+002  0.164836502906176E-006  0.667387952861872E-006 -0.182207995915909E+000
      1.97000000  0.148659661802870E-008  0.584398738546137E-008 -0.159264464352788E-002  0.123515189434951E-008 -0.253860573200482E-009 -0.123623854221314E+000  0.999999858882648E+000  0.100000002900383E+001  0.151241502484651E+002  0.169845165596506E-006  0.667681463276691E-006 -0.181961259655684E+000
      1.98000000  0.153995094370297E-008  0.587753077715829E-008 -0.159936361074006E-002  0.121813826286325E-008 -0.251809966793218E-009 -0.124694832114155E+000  0.999999861529369E+000  0.100000002862424E+001  0.151745584812785E+002  0.175052360548788E-006  0.668122345680490E-006 -0.181806035173211E+000
      1.99000000  0.159524272733206E-008  0.591231389220570E-008 -0.160668909311191E-002  0.120447996482587E-008 -0.248487554539877E-009 -0.125777554862583E+000  0.999999863769993E+000  0.100000002810463E+001  0.152257884742574E+002  0.180426353723581E-006  0.668699013236686E-006 -0.181720969273717E+000
      2.00000000  0.165219256376832E-008  0.594823784649276E-008 -0.161441126096851E-002  0.119436185589476E-008 -0.243762238417877E-009 -0.126872370183364E+000  0.999999865589807E+000  0.100000002743233E+001  0.152778670320867E+002  0.185933199661936E-006  0.669398301022561E-006 -0.181681395924881E+000
      2.01000000  0.171049792536941E-008  0.598518795469486E-008 -0.162229165901632E-002  0.118794217784571E-008 -0.237511035891528E-009 -0.127979596509335E+000  0.999999866977373E+000  0.100000002659586E+001  0.153308171468869E+002  0.191537039240552E-006  0.670205536725738E-006 -0.181659934539542E+000
      2.02000000  0.176983578657969E-008  0.602303424380893E-008 -0.163006908544988E-002  0.118534940244099E-008 -0.229621050511076E-009 -0.129099517392302E+000  0.999999867924796E+000  0.100000002558507E+001  0.153846574689400E+002  0.197200439478474E-006  0.671104635175450E-006 -0.181627212235443E+000
      2.03000000  0.182986568841360E-008  0.606163221283501E-008 -0.163746663194487E-002  0.118667933755301E-008 -0.219991445521020E-009 -0.130232376888315E+000  0.999999868427957E+000  0.100000002439136E+001  0.154394019019766E+002  0.202884772074001E-006  0.672078217371045E-006 -0.181552693459666E+000
      2.04000000  0.189023321705765E-008  0.610082384898784E-008 -0.164419972790184E-002  0.119199255767841E-008 -0.208535390091427E-009 -0.131378376152492E+000  0.999999868486707E+000  0.100000002300784E+001  0.154950593438185E+002  0.208550626498118E-006  0.673107754312769E-006 -0.181405596011969E+000
      2.05000000  0.195057386187067E-008  0.614043890718268E-008 -0.164998498909146E-002  0.120131221864579E-008 -0.195181944904347E-009 -0.132537671446189E+000  0.999999868105007E+000  0.100000002142950E+001  0.155516335896758E+002  0.214158252652455E-006  0.674173735528392E-006 -0.181155868574864E+000
      2.06000000  0.201051720928314E-008  0.618029645528194E-008 -0.165454963132219E-002  0.121462231267004E-008 -0.179877851355444E-009 -0.133710373726826E+000  0.999999867291020E+000  0.100000001965336E+001  0.156091234111817E+002  0.219668027334436E-006  0.675255861728166E-006 -0.180775201506012E+000
      2.07000000  0.206969142067887E-008  0.622020668275498E-008 -0.165764117535953E-002  0.123186641493751E-008 -0.162589186687430E-009 -0.134896549950687E+000  0.999999866057147E+000  0.100000001767859E+001  0.156675228193904E+002  0.225040938059582E-006  0.676333260516931E-006 -0.180238040000542E+000
      2.08000000  0.212772793448786E-008  0.625997296505371E-008 -0.165903714147489E-002  0.125294696664784E-008 -0.143302846074882E-009 -0.136096226172270E+000  0.999999864420000E+000  0.100000001550664E+001  0.157268215145911E+002  0.230239077189024E-006  0.677384723554481E-006 -0.179522566905358E+000
      2.09000000  0.218426632563155E-008  0.629939417022530E-008 -0.165855441200197E-002  0.127772513195506E-008 -0.122027812138131E-009 -0.137309392471331E+000  0.999999862400319E+000  0.100000001314131E+001  0.157870055200356E+002  0.235226138817017E-006  0.678388962994286E-006 -0.178611621566043E+000
      2.10000000  0.223895924933617E-008  0.633826718817971E-008 -0.165605792922225E-002  0.130602125763675E-008 -0.987961726786264E-010 -0.138536009681850E+000  0.999999860022824E+000  0.100000001058881E+001  0.158480579906863E+002  0.239967910504082E-006  0.679324884459165E-006 -0.177493521182669E+000
      2.11000000  0.229147739134802E-008  0.637638965672281E-008 -0.165146839473522E-002  0.133761595470419E-008 -0.736638486831747E-010 -0.139776017837472E+000  0.999999857316005E+000  0.100000000785775E+001  0.159099601820630E+002  0.244432751710124E-006  0.680171873243682E-006 -0.176162752297529E+000
      2.12000000  0.234151434291414E-008  0.641356285210947E-008 -0.164476864585754E-002  0.137225181070520E-008 -0.467109969072113E-010 -0.141029346186837E+000  0.999999854311850E+000  0.100000000495918E+001  0.159726925583412E+002  0.248592050699530E-006  0.680910089883094E-006 -0.174620502256307E+000
      2.13000000  0.238879131667314E-008  0.644959470561481E-008 -0.163600840492130E-002  0.140963573034997E-008 -0.180420546619221E-010 -0.142295924571898E+000  0.999999851045519E+000  0.100000000190648E+001  0.160362360132609E+002  0.252420651764886E-006  0.681520770712603E-006 -0.172875003764748E+000
      2.14000000  0.243306161895081E-008  0.648430290165043E-008 -0.162530712871246E-002  0.144944189051862E-008  0.122146011839315E-010 -0.143575695904350E+000  0.999999847554956E+000  0.999999998715329E+000  0.161005731722986E+002  0.255897244852322E-006  0.681986528576204E-006 -0.170941669967121E+000
      2.15000000  0.247411479495845E-008  0.651751800743170E-008 -0.161285472742975E-002  0.149131528391475E-008  0.439074035288049E-010 -0.144868629421905E+000  0.999999843880452E+000  0.999999995403518E+000  0.161656897401380E+002  0.259004710071148E-006  0.682291648446604E-006 -0.168843002724066E+000
      2.16000000  0.251178036609483E-008  0.654908657933385E-008 -0.159890997487921E-002  0.153487581385725E-008  0.768627687596319E-010 -0.146174734359126E+000  0.999999840064171E+000  0.999999991990811E+000  0.162315758539091E+002  0.261730410130514E-006  0.682422372404426E-006 -0.166608262862385E+000
      2.17000000  0.254593108297359E-008  0.657887418702331E-008 -0.158379649321007E-002  0.157972289120642E-008  0.110886703515952E-009 -0.147494073628897E+000  0.999999836149620E+000  0.999999988498724E+000  0.162982274001129E+002  0.264066424460832E-006  0.682367168209373E-006 -0.164272897971420E+000
      2.18000000  0.257648562390304E-008  0.660676829340953E-008 -0.156789626505266E-002  0.162544047345615E-008  0.145766844869782E-009 -0.148826777081999E+000  0.999999832181107E+000  0.999999984950276E+000  0.163656472517426E+002  0.266009719637130E-006  0.682116975593684E-006 -0.161877730664356E+000
      2.19000000  0.260341067627486E-008  0.663268092658395E-008 -0.155164070185232E-002  0.167160247584797E-008  0.181274925305273E-009 -0.150173053895342E+000  0.999999828203162E+000  0.999999981369698E+000  0.164338463819599E+002  0.267562251712501E-006  0.681665424429564E-006 -0.159467917920046E+000
      2.20000000  0.262672234756206E-008  0.665655107934874E-008 -0.153549937759703E-002  0.171777847522041E-008  0.217169644342492E-009 -0.151533203635426E+000  0.999999824259948E+000  0.999999977782115E+000  0.165028448118645E+002  0.268730997175268E-006  0.681009019077236E-006 -0.157091699960841E+000
      2.21000000  0.264648686324340E-008  0.667834677281086E-008 -0.151996661985490E-002  0.176353961942870E-008  0.253199918751779E-009 -0.152907625553629E+000  0.999999820394669E+000  0.999999974213193E+000  0.165726723524564E+002  0.269527910443648E-006  0.680147283515250E-006 -0.154798964878107E+000
      2.22000000  0.266282052078037E-008  0.669806672292080E-008 -0.150554623271638E-002  0.180846464876804E-008  0.289108473266611E-009 -0.154296825694556E+000  0.999999816648982E+000  0.999999970688765E+000  0.166433691048215E+002  0.269969807084179E-006  0.679082862292930E-006 -0.152639662655010E+000
      2.23000000  0.267588888156187E-008  0.671574155283246E-008 -0.149273470633000E-002  0.185214593108919E-008  0.324635723761377E-009 -0.155701421438311E+000  0.999999813062421E+000  0.999999967234430E+000  0.167149856878654E+002  0.270078173260119E-006  0.677821572926225E-006 -0.150662109112794E+000
      2.24000000  0.268590519625908E-008  0.673143449957658E-008 -0.148200334265024E-002  0.189419540936221E-008  0.359523895269551E-009 -0.157122143151871E+000  0.999999809671845E+000  0.999999963875153E+000  0.167875831694696E+002  0.269878903257220E-006  0.676372406078886E-006 -0.148911226388424E+000
      2.25000000  0.269312807303545E-008  0.674524157075763E-008 -0.147377979411927E-002  0.193425035943695E-008  0.393521308240729E-009 -0.158559832693272E+000  0.999999806510927E+000  0.999999960634841E+000  0.168612326846615E+002  0.269401968269242E-006  0.674747470722942E-006 -0.147426771606767E+000
      2.26000000  0.269785841224964E-008  0.675729111574554E-008 -0.146842956872237E-002  0.197197885674405E-008  0.426386758337611E-009 -0.160015438594011E+000  0.999999803609674E+000  0.999999957535937E+000  0.169360147331029E+002  0.268681020926471E-006  0.672961882444364E-006 -0.146241609230320E+000
      2.27000000  0.270043564537905E-008  0.676774278603748E-008 -0.146623809874105E-002  0.200708485371033E-008  0.457893908119757E-009 -0.161490007838257E+000  0.999999800994009E+000  0.999999954599014E+000  0.170120181577148E+002  0.267752941289451E-006  0.671033594136120E-006 -0.145380084965313E+000
      2.28000000  0.270123332957840E-008  0.677678587096177E-008 -0.146739399933772E-002  0.203931277471603E-008  0.487835603400141E-009 -0.162984674260468E+000  0.999999798685402E+000  0.999999951842390E+000  0.170893388163604E+002  0.266657331180577E-006  0.668983169482422E-006 -0.144856559916230E+000
      2.29000000  0.270065416227299E-008  0.678463700749877E-008 -0.147197415490393E-002  0.206845154244201E-008  0.516028023127344E-009 -0.164500643693186E+000  0.999999796700578E+000  0.999999949281771E+000  0.171680779689190E+002  0.265435964762270E-006  0.666833500862448E-006 -0.144674162789956E+000
      2.30000000  0.269912449218012E-008  0.679153727646839E-008 -0.147993126429564E-002  0.209433795834104E-008  0.542314569547089E-009 -0.166039176111624E+000  0.999999795051283E+000  0.999999946929924E+000  0.172483404125478E+002  0.264132204169120E-006  0.664609474563881E-006 -0.144823815274066E+000
      2.31000000  0.269708841388089E-008  0.679774871141398E-008 -0.149108444951622E-002  0.211685937057311E-008  0.566569405306113E-009 -0.167601565137994E+000  0.999999793744137E+000  0.999999944796398E+000  0.173302324081248E+002  0.262790389741719E-006  0.662337587468366E-006 -0.145283581216514E+000
      2.32000000  0.269500154227555E-008  0.680355026089563E-008 -0.150511348541010E-002  0.213595557488506E-008  0.588700546213535E-009 -0.169189115383131E+000  0.999999792780555E+000  0.999999942887295E+000  0.174138594505036E+002  0.261455214974259E-006  0.660045520622848E-006 -0.146018383928746E+000
      2.33000000  0.269332457072615E-008  0.680923325926306E-008 -0.152155714038240E-002  0.215161990736481E-008  0.608652422659201E-009 -0.170803118212308E+000  0.999999792156758E+000  0.999999941205093E+000  0.174993239439660E+002  0.260171096662401E-006  0.657761676311790E-006 -0.146980127887471E+000
      2.34000000  0.269251672222824E-008  0.681509647496341E-008 -0.153981603047224E-002  0.216389950250489E-008  0.626407829242522E-009 -0.172444826622789E+000  0.999999791863856E+000  0.999999939748537E+000  0.175867228518403E+002  0.258981550912141E-006  0.655514686364230E-006 -0.148108251435874E+000
      2.35000000  0.269302920641145E-008  0.682144081868948E-008 -0.155916028236203E-002  0.217289470528305E-008  0.641989190973598E-009 -0.174115430008900E+000  0.999999791888013E+000  0.999999938512600E+000  0.176761453953560E+002  0.257928585638631E-006  0.653332900435460E-006 -0.149330725955790E+000
      2.36000000  0.269529879643541E-008  0.682856380582810E-008 -0.157874217669582E-002  0.217875764170398E-008  0.655459085396506E-009 -0.175816029663025E+000  0.999999792210692E+000  0.999999937488509E+000  0.177676708811881E+002  0.257052119944419E-006  0.651243863865951E-006 -0.150565504611968E+000
      2.37000000  0.269974163886268E-008  0.683675387836562E-008 -0.159761380368227E-002  0.218168996812433E-008  0.666919973020184E-009 -0.177547615914473E+000  0.999999792808963E+000  0.999999936663851E+000  0.178613667395455E+002  0.256389440322384E-006  0.649273795411950E-006 -0.151722410426640E+000
      2.38000000  0.270674740634020E-008  0.684628470030838E-008 -0.161474961116263E-002  0.218193983537426E-008  0.676513103334294E-009 -0.179311047839918E+000  0.999999793655884E+000  0.999999936022755E+000  0.179572868549109E+002  0.255974702986922E-006  0.647447075637870E-006 -0.152705439431629E+000
      2.39000000  0.271667389743949E-008  0.685740954746153E-008 -0.162907356447850E-002  0.217979811886173E-008  0.684416580187241E-009 -0.181107036486435E+000  0.999999794720941E+000  0.999999935546145E+000  0.180554702694800E+002  0.255838490809396E-006  0.645785757038428E-006 -0.153415440309742E+000
      2.40000000  0.272984218037768E-008  0.687035591679488E-008 -0.163949047137516E-002  0.217559398017897E-008  0.690842588109211E-009 -0.182936132529126E+000  0.999999795970539E+000  0.999999935212065E+000  0.181559403348952E+002  0.256007432335891E-006  0.644309107000836E-006 -0.153753117646473E+000
      2.41000000  0.274653236769906E-008  0.688532048237339E-008 -0.164492085805409E-002  0.216968983891329E-008  0.696033799923575E-009 -0.184798719238487E+000  0.999999797368533E+000  0.999999934996078E+000  0.182587043809850E+002  0.256503889216635E-006  0.643033194511853E-006 -0.153622292060557E+000
      2.42000000  0.276698009751513E-008  0.690246452375146E-008 -0.164433861881837E-002  0.216247584511033E-008  0.700259005311382E-009 -0.186695011557271E+000  0.999999798876798E+000  0.999999934871720E+000  0.183637539609353E+002  0.257345717099243E-006  0.641970531053735E-006 -0.152933337465568E+000
      2.43000000  0.279137378379975E-008  0.692190994869705E-008 -0.163681050628223E-002  0.215436395288443E-008  0.703808019447439E-009 -0.188625061982625E+000  0.999999800455815E+000  0.999999934811016E+000  0.184710657207349E+002  0.258546103658240E-006  0.641129775415709E-006 -0.151606703939906E+000
      2.44000000  0.281985268376956E-008  0.694373602506165E-008 -0.162153638662789E-002  0.214578170379386E-008  0.706985949957645E-009 -0.190588773817411E+000  0.999999802065277E+000  0.999999934785040E+000  0.185806029270008E+002  0.260113485978372E-006  0.640515511178381E-006 -0.149576424539567E+000
      2.45000000  0.285250581483680E-008  0.696797692655096E-008 -0.159788905965590E-002  0.213716583460981E-008  0.710106918785783E-009 -0.192585922196453E+000  0.999999803664689E+000  0.999999934764509E+000  0.186923176716479E+002  0.262051548008969E-006  0.640128104418229E-006 -0.146793496248624E+000
      2.46000000  0.288937173731319E-008  0.699462018416096E-008 -0.156545234101495E-002  0.212895582786267E-008  0.713487352628467E-009 -0.194616183111180E+000  0.999999805213964E+000  0.999999934720406E+000  0.188061537545884E+002  0.264359297291168E-006  0.639963647745400E-006 -0.143229019467864E+000
      2.47000000  0.293043920230374E-008  0.702360611928336E-008 -0.152405602830720E-002  0.212158752495355E-008  0.717438970931063E-009 -0.196679170452972E+000  0.999999806673996E+000  0.999999934624611E+000  0.189220502270978E+002  0.267031218660251E-006  0.640013995153833E-006 -0.138876977289083E+000
      2.48000000  0.297564864740072E-008  0.705482831618077E-008 -0.147380632765883E-002  0.211548692062154E-008  0.722261613585991E-009 -0.198774480875214E+000  0.999999808007201E+000  0.999999934450538E+000  0.190399455590469E+002  0.270057501172195E-006  0.640266890357118E-006 -0.133756535539564E+000
      2.49000000  0.302489450621871E-008  0.708813517099399E-008 -0.141511030615864E-002  0.211106425416756E-008  0.728236061019321E-009 -0.200901746041192E+000  0.999999809178028E+000  0.999999934173751E+000  0.191597823733346E+002  0.273424333126323E-006  0.640706189341118E-006 -0.127913747393886E+000
      2.50000000  0.307802828184767E-008  0.712333253204256E-008 -0.134869296098634E-002  0.210870850710313E-008  0.735617006916147E-009 -0.203060691584623E+000  0.999999810153403E+000  0.999999933772551E+000  0.192815126710321E+002  0.277114258782790E-006  0.641312175824250E-006 -0.121422552357104E+000
      2.51000000  0.313486231927492E-008  0.716018742235175E-008 -0.127560555997934E-002  0.210878240892534E-008  0.744626348099336E-009 -0.205251201867477E+000  0.999999810903137E+000  0.999999933228528E+000  0.194051034514732E+002  0.281106589230271E-006  0.642061966221320E-006 -0.114384968668066E+000
      2.52000000  0.319517419805550E-008  0.719843281057450E-008 -0.119722401186815E-002  0.211161804267105E-008  0.755446956781070E-009 -0.207473389381892E+000  0.999999811400256E+000  0.999999932527048E+000  0.195305426133198E+002  0.285377858868753E-006  0.642929998603052E-006 -0.106930390618802E+000
      2.53000000  0.325871165428459E-008  0.723777337131151E-008 -0.111523616755984E-002  0.211751312996881E-008  0.768217097370871E-009 -0.209727667415561E+000  0.999999811621269E+000  0.999999931657679E+000  0.196578450060086E+002  0.289902318154541E-006  0.643888598078819E-006 -0.992139178194221E-001
      2.54000000  0.332519793050336E-008  0.727789215083563E-008 -0.103161713574093E-002  0.212672806172931E-008  0.783025643143652E-009 -0.212014824389662E+000  0.999999811546364E+000  0.999999930614529E+000  0.197870584864567E+002  0.294652452625654E-006  0.644908609053565E-006 -0.914136618540189E-001
      2.55000000  0.339433744377448E-008  0.731845802998910E-008 -0.948591914846911E-003  0.213948372566384E-008  0.799908237333291E-009 -0.214336098091293E+000  0.999999811159526E+000  0.999999929396495E+000  0.199182698239454E+002  0.299599517797956E-006  0.645960082970169E-006 -0.837269967947408E-001
      2.56000000  0.346582165597460E-008  0.735913385314090E-008 -0.868584896082641E-003  0.215596016580496E-008  0.818844528697740E-009 -0.216693247864902E+000  0.999999810448580E+000  0.999999928007416E+000  0.200516102871639E+002  0.304714079303511E-006  0.647013008492657E-006 -0.763657433008715E-001
      2.57000000  0.353933502650150E-008  0.739958507115996E-008 -0.794156074793924E-003  0.217629609244592E-008  0.839756593470712E-009 -0.219088622705004E+000  0.999999809405162E+000  0.999999926456114E+000  0.201872607418598E+002  0.309966547636389E-006  0.648038069658631E-006 -0.695503011003905E-001
      2.58000000  0.361456092617056E-008  0.743948872794941E-008 -0.727924115074233E-003  0.220058924376473E-008  0.862508634136703E-009 -0.221525223110922E+000  0.999999808024611E+000  0.999999924756321E+000  0.203254560857506E+002  0.315327697076746E-006  0.649007416371879E-006 -0.635027710256821E-001
      2.59000000  0.369118739210940E-008  0.747854260472765E-008 -0.672476739281705E-003  0.222889758320345E-008  0.886908020993416E-009 -0.224006754527914E+000  0.999999806305796E+000  0.999999922926498E+000  0.204664888495422E+002  0.320769158776034E-006  0.649895430754148E-006 -0.584391349019458E-001
      2.60000000  0.376891260693719E-008  0.751647432442419E-008 -0.630269253461869E-003  0.226124129979018E-008  0.912707715438109E-009 -0.226537670211657E+000  0.999999804250872E+000  0.999999920989529E+000  0.206107117992556E+002  0.326263878595424E-006  0.650679472359128E-006 -0.545605888593475E-001
      2.61000000  0.384744999136368E-008  0.755305021069885E-008 -0.603512364267888E-003  0.229760556236699E-008  0.939610084850329E-009 -0.229123201417334E+000  0.999999801864980E+000  0.999999918972314E+000  0.207585393856634E+002  0.331786531082305E-006  0.651340585094916E-006 -0.520441524269824E-001
      2.62000000  0.392653280744818E-008  0.758808369253244E-008 -0.594050784953369E-003  0.233794396345505E-008  0.967272088427060E-009 -0.231769372932276E+000  0.999999799155898E+000  0.999999916905240E+000  0.209104479014518E+002  0.337313881929009E-006  0.651864148919150E-006 -0.510327014091148E-001
      2.63000000  0.400591817995069E-008  0.762144304633968E-008 -0.603234459251324E-003  0.238218257456459E-008  0.995311782003500E-009 -0.234483002142691E+000  0.999999796133639E+000  0.999999914821562E+000  0.210669742256494E+002  0.342825092363038E-006  0.652240459971951E-006 -0.516245963895220E-001
      2.64000000  0.408539045528104E-008  0.765305827326932E-008 -0.631784544002631E-003  0.243022452242474E-008  0.102331605844799E-008 -0.237271680049670E+000  0.999999792810020E+000  0.999999912756689E+000  0.212287130576688E+002  0.348301960145935E-006  0.652465223793988E-006 -0.538631001062748E-001
      2.65000000  0.416476383125608E-008  0.768292691984105E-008 -0.679656575935599E-003  0.248195498512203E-008  0.105084950937115E-008 -0.240143732925377E+000  0.999999789198206E+000  0.999999910747389E+000  0.213963125696723E+002  0.353729093182546E-006  0.652539947630958E-006 -0.577257952724646E-001
      2.66000000  0.424388420593051E-008  0.771111866526966E-008 -0.745903496836434E-003  0.253724649870915E-008  0.107746426436415E-008 -0.243108163623729E+000  0.999999785312232E+000  0.999999908830932E+000  0.215704684354787E+002  0.359094013136626E-006  0.652472219532975E-006 -0.631142291105251E-001
      2.67000000  0.432263020986158E-008  0.773777851856717E-008 -0.828541416769975E-003  0.259596445864909E-008  0.110271063650507E-008 -0.246174571926135E+000  0.999999781166525E+000  0.999999907044182E+000  0.217519162263592E+002  0.364387187883453E-006  0.652275863989755E-006 -0.698440214046093E-001
      2.68000000  0.440091340297461E-008  0.776312849252276E-008 -0.924421149869569E-003  0.265797269661726E-008  0.112614837814745E-008 -0.249353053706306E+000  0.999999776775429E+000  0.999999905422660E+000  0.219414221982387E+002  0.369601993076565E-006  0.651970966165007E-006 -0.776356788122636E-001
      2.69000000  0.447867763436717E-008  0.778746764953883E-008 -0.102910865525664E-002  0.272313901177251E-008  0.114735832969462E-008 -0.252654079131521E+000  0.999999772152741E+000  0.999999903999594E+000  0.221397725303492E+002  0.374734604534127E-006  0.651583759362172E-006 -0.861063591607958E-001
      2.70000000  0.455589758057577E-008  0.781117044556296E-008 -0.113677755154828E-002  0.279134053665057E-008  0.116595422677586E-008 -0.256088350572882E+000  0.999999767311278E+000  0.999999902804980E+000  0.223477611115483E+002  0.379783824532592E-006  0.651146373118630E-006 -0.947628252247149E-001
      2.71000000  0.463257649467909E-008  0.783468333240400E-008 -0.124011684308107E-002  0.286246882130566E-008  0.118159441850769E-008 -0.259666641365264E+000  0.999999762262468E+000  0.999999901864664E+000  0.225661760065533E+002  0.384750846403621E-006  0.650696442230167E-006 -0.102995817891590E+000
      2.72000000  0.470874321478221E-008  0.785851961488723E-008 -0.133025689663708E-002  0.293643452515017E-008  0.119399324179503E-008 -0.263399617028826E+000  0.999999757015991E+000  0.999999901199478E+000  0.227957847694452E+002  0.389638963038989E-006  0.650276579991385E-006 -0.110076063641348E+000
